Title,Date,Rating,Description_Short,Minimum_Players,Maximum_Players,Minimum_Playtime,Maximum_Playtime,Age,Weight,Publisher,Type_Primary_ID,Type_Secondary_ID,Category_Primary_ID,Category_Secondary_ID,Category_Tertiary_ID,Mechanic_Primary_ID,Mechanic_Secondary_ID,Mechanic_Tertiary_ID,Description_Long
Eclipse,2011,7.86,"Build an interstellar civilization by exploration, research, conquest, and diplomacy.",2,6,60,180,14+,3.7,Sampo SikiÃ¶,3916,0,19,33,69,10,50,63,"The galaxy has been a peaceful place for many years. After the ruthless TerranHegemony War (30.02733.364), much effort has been employed by all major spacefaring species to prevent the terrifying events from repeating themselves. The Galactic Council was formed to enforce precious peace, and it has taken many courageous efforts to prevent the escalation of malicious acts. Nevertheless, tension and discord are growing among the seven major species and in the Council itself. Old alliances are shattering, and hasty diplomatic treaties are made in secrecy. A confrontation of the superpowers seems inevitable  only the outcome of the galactic conflict remains to be seen. Which faction will emerge victorious and lead the galaxy under its rule?"
The 7th Continent,2017,7.97,Journey through a vibrant but deadly land to uncover the key to lifting your curse.,1,4,5,1000,14+,0,Serious Poulp,3917,0,3,15,29,42,63,64,Its the early 20th century. You have decided to sail back to the newly discovered seventh continent to attempt to lift the terrible curse that has struck you since your return from the previous expedition.
Aeons End,2016,7.97,"Mages defend humanityâ€™s last city, harnessing alien powers to destroy monstrosities.",1,4,60,60,14+,0,Indie Boards & Cards,3916,0,15,31,33,33,42,47,"The survivors of a long-ago invasion have taken refuge in the forgotten underground city of Gravehold. There, the desperate remnants of society have learned that the energy of the very breaches the beings use to attack them can be repurposed through various gems, transforming the malign energies within into beneficial spells and weapons to aid their last line of defense: the breach mages."
Through the Ages: A Story of Civilization,2006,7.88,"Lead your civilization through strategic drafting of leaders, technologies, and more.",2,4,120,120,12+,4.17,Czech Board Games,3916,0,19,24,0,3,14,16,"Through the Ages is a civilization building game. Each player attempts to build the best civilization through careful resource management, discovering new technologies, electing the right leaders, building wonders and maintaining a strong military. Weakness in any area can be exploited by your opponents. The game takes place throughout the ages beginning in the age of antiquity and ending in the modern age."
Race for the Galaxy,2007,7.76,"Worlds await! Colonize, develop and conquer taking advantage of others choices.",2,4,30,60,12+,0,Rio Grande Games,3916,0,15,19,24,2,60,64,2018 UPDATE: The second edition of the game is improved for CVD (color blindness) and includes 5 revised cards from the original version and 6 New Worlds promo homeworlds. The promo homeworlds and first edition compatible Revised Cards are both available for purchase through the BGG store.
Clank!: A Deck-Building Adventure,2016,7.81,Claim your treasures but dont attract the dragon in this deck-building dungeon race.,2,4,30,60,12+,0,Renegade Game Studios,3914,3916,3,31,0,47,49,56,Burgle your way to adventure in the deck-building board game Clank! Sneak into an angry dragons mountain lair to steal precious artifacts. Delve deeper to find more valuable loot. Acquire cards for your deck and watch your thievish abilities grow.
Fields of Arle,2014,8.06,"Construct dikes, drain bogs, harvest flax and tend to newborn animals in East Frisia.",1,2,60,120,13+,3.87,Feuerland Spiele,3916,0,24,32,37,23,69,73,"Welcome to Arle
In Fields of Arle, created by Uwe Rosenberg, one to two players live as farmers in the small and peaceful town of Arle in East Frisia. The flax grown in the land surrounding the village makes it a profitable place to work and live. Fields of Arle takes players through four and a half years of this era of prosperity, with different opportunities available as the seasons change. Farm the land to capitalize on the demand for flax, or find other ways to make the most of the small townâ€™s prosperity."
Five Tribes,2014,7.78,"Move assassins, elders & builders through Naqala to claim oases & control djinns.",2,4,40,80,13+,0,ClÃ©ment Masson,3916,0,11,31,51,14,40,56,"Crossing into the Land of 1001 Nights, your caravan arrives at the fabled Sultanate of Naqala. The old sultan just died and control of Naqala is up for grabs! The oracles foretold of strangers who would maneuver the Five Tribes to gain influence over the legendary city-state. Will you fulfill the prophecy? Invoke the old Djinns and move the Tribes into position at the right time, and the Sultanate may become yours!"
Teotihuacan: City of Gods,2018,7.9,Use your worker dice to raise the legendary and breathtaking Pyramid of the Sun.,1,4,90,120,14+,3.78,NSKN Games,3916,0,9,0,0,11,142,148,"Travel back in time to the greatest city in Mesoamerica. Witness the glory and the twilight of the powerful pre-Columbian civilization. Strategize, accrue wealth, gain the favour of the gods, and become the builder of the magnificent Pyramid of the Sun."
Grand Austria Hotel,2015,7.9,Serve guests and prepare rooms to be the best hotelier in the Viennese modern age.,2,4,60,120,12+,3.22,Lookout Games,3916,0,15,23,24,2,41,50,"In the thick of the Viennese modern age, exquisite cafÃ©s are competing for customers. Inspiring artists, important politicians, and tourists from all over the world are populating Vienna and in need of a hotel room. This is your opportunity to turn your little cafÃ© into a world famous hotel. Hire staff, fulfill the wishes of your guests, and gain the emperors favor. Only then will your cafÃ© become the Grand Austria Hotel."
Agricola (Revised Edition),2016,7.98,"Help your farm to prosper in this updated, streamlined edition of the acclaimed game.",1,4,30,120,12+,3.5,Klemens Franz,3916,0,10,24,32,55,64,188,"Updated and streamlined for a new generation of players, Agricola, the award-winning and highly acclaimed game by Uwe Rosenberg, features a revised rulebook and gameplay, along with wood pieces and components for up to four players."
Robinson Crusoe: Adventures on the Cursed Island,2012,7.79,Work together â€” with friends or with Friday â€” to survive on a deserted island.,1,4,60,120,14+,3.8,Jerzy Ferdyn,3917,0,3,29,33,4,11,42,"Robinson Crusoe: Adventures on the Cursed Island is a game created by Ignacy Trzewiczek, the author of Stronghold. This time Trzewiczek takes the players to a deserted island, where theyll play the parts of shipwreck survivors confronted by an extraordinary adventure. Theyll be faced with the challenges of building a shelter, finding food, fighting wild beasts, and protecting themselves from weather changes. Building walls around their homes, animal domestication, constructing weapons and tools from what they find, and much more await them on the island. The players decide in which direction the game will unfold and  after several in-game weeks of hard work  how their settlement will look. Will they manage to discover the secret of the island in the meantime? Will they find a pirate treasure, or an abandoned village? Will they discover an underground city or a cursed temple at the bottom of a volcano? Answers to these questions lie in hundreds of event cards and hundreds of object and structure cards that can be used during the game..."
The Voyages of Marco Polo,2015,7.82,"Using unique abilities, fulfill contracts and reach your goals along the Silk Road.",2,4,40,100,12+,3.19,Hans im GlÃ?ck,3916,0,23,24,44,41,50,73,"In 1271, 17-year-old Marco Polo started on a journey to China with his father and older brother. After a long and grueling journey that led through Jerusalem and Mesopotamia and over the Silk Road, they reached the court of Kublai Khan in 1275."
7 Wonders,2010,7.72,Draft cards to develop your ancient civilization and build its Wonder of the World.,2,7,30,30,10+,0,Repos Production,3914,3916,9,15,17,34,64,148,"You are the leader of one of the 7 great cities of the Ancient World. Gather resources, develop commercial routes, and affirm your military supremacy. Build your city and erect an architectural wonder which will transcend future times."
Kanban EV,2020,8.52,EV-factory workers optimize and innovate to stand out at the big board meeting.,1,4,60,180,14+,4.35,Eagle-Gryphon Games,3916,0,24,37,0,3,64,183,"Electric vehicles (EVs) have become more common since 2014 and are the future of the automobile industry. They are superior vehicles due to them being more efficient, easier to maintain, cleaner, and cheaper to run. They are computerized machines that use AI to improve safety and in the near future will provide autonomous driving. They receive software upgrades during their lifetime and are constantly improving, unlike their traditional combustion-engine counterparts, which start to become obsolete as soon as you start using them."
Lords of Waterdeep,2012,7.74,Deploy agents and hire adventurers to expand your control over the city of Waterdeep.,2,5,60,120,12+,0,Wizards of the Coast,3916,0,17,31,0,41,67,74,Game description from the publisher:
